month,project_code,project_name,category,spatial_scope,atoll,island,join_key,amount_mvr,cumulative_project_mvr,unmapped_reason
2023-02-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2595233.05,62135739.17,No valid atoll.island pattern found in project title.
2023-03-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,159696.29,62295435.46,No valid atoll.island pattern found in project title.
2023-04-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2779917.84,65075353.3,No valid atoll.island pattern found in project title.
2023-05-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,3207105.1,68282458.4,No valid atoll.island pattern found in project title.
2023-06-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,3249624.8,71532083.2,No valid atoll.island pattern found in project title.
2023-08-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,4100044.37,75632127.57,No valid atoll.island pattern found in project title.
2023-09-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,689648.51,76321776.08,No valid atoll.island pattern found in project title.
2023-11-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,6418809.18,82740585.26,No valid atoll.island pattern found in project title.
2023-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,7240777.22,89981362.48,No valid atoll.island pattern found in project title.
2024-02-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,838584.24,90819946.72,No valid atoll.island pattern found in project title.
2024-04-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,42862.95,90862809.67,No valid atoll.island pattern found in project title.
2024-05-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,5000.0,90867809.67,No valid atoll.island pattern found in project title.
2024-06-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,362466.2,91230275.87,No valid atoll.island pattern found in project title.
2024-07-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,1626944.63,92857220.5,No valid atoll.island pattern found in project title.
2024-08-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,133386.76,92990607.26,No valid atoll.island pattern found in project title.
2024-09-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,24778.0,93015385.26,No valid atoll.island pattern found in project title.
2024-10-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,20200.0,93035585.26,No valid atoll.island pattern found in project title.
2024-11-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,3079221.31,96114806.57,No valid atoll.island pattern found in project title.
2024-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,21754.88,96136561.45,No valid atoll.island pattern found in project title.
2025-01-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,20200.0,96156761.45,No valid atoll.island pattern found in project title.
2025-05-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,235.47,96156996.92,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,1527549.04,1527549.04,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,48007.4,1575556.44,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,941545.0,2517101.44,No valid atoll.island pattern found in project title.
2019-11-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,2470000.0,4987101.44,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,582352.13,5569453.57,No valid atoll.island pattern found in project title.
2020-02-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,20000.01,5589453.58,No valid atoll.island pattern found in project title.
2020-03-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,889992.17,6479445.75,No valid atoll.island pattern found in project title.
2020-06-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,83185.42,6562631.17,No valid atoll.island pattern found in project title.
2020-07-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,22425.0,6585056.17,No valid atoll.island pattern found in project title.
2020-09-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,13175.02,6598231.19,No valid atoll.island pattern found in project title.
2021-02-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,815961.31,7414192.5,No valid atoll.island pattern found in project title.
2021-04-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,23130.0,7437322.5,No valid atoll.island pattern found in project title.
2021-09-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,66325.0,7503647.5,No valid atoll.island pattern found in project title.
2021-11-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,6450000.0,13953647.5,No valid atoll.island pattern found in project title.
2021-12-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,6900000.0,20853647.5,No valid atoll.island pattern found in project title.
2022-03-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,703252.45,21556899.95,No valid atoll.island pattern found in project title.
2022-06-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,38250.0,21595149.95,No valid atoll.island pattern found in project title.
2022-07-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,3099988.29,24695138.24,No valid atoll.island pattern found in project title.
2022-09-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,600.0,24695738.24,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,116600.0,24812338.24,No valid atoll.island pattern found in project title.
2023-03-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,346218.18,25158556.42,No valid atoll.island pattern found in project title.
2023-05-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,61976.64,25220533.06,No valid atoll.island pattern found in project title.
2023-09-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,900000.0,26120533.06,No valid atoll.island pattern found in project title.
2023-10-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,7702160.0,33822693.06,No valid atoll.island pattern found in project title.
2023-12-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,500000.0,34322693.06,No valid atoll.island pattern found in project title.
2024-04-01,P-MEE001-114,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,1932108.27,36254801.33,No valid atoll.island pattern found in project title.
2019-05-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,14472.0,14472.0,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,93280.0,107752.0,No valid atoll.island pattern found in project title.
2023-08-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,33528.0,141280.0,No valid atoll.island pattern found in project title.
2023-11-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,22960.0,164240.0,No valid atoll.island pattern found in project title.
2023-12-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,22938.0,187178.0,No valid atoll.island pattern found in project title.
2024-03-01,P-MEE002-018,Waste Mngmt Project in Zone 1 islands (OFID Ph2 - Waste LC),Waste management,multi_location,M,ngmt,M.ngmt,14404.0,201582.0,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE002-019,Provision of Waste Managing Equipment's to Zone 1 islands,Waste management,multi_location,M,anaging Equipment's,M.anaging Equipment's,18830.0,18830.0,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE002-019,Provision of Waste Managing Equipment's to Zone 1 islands,Waste management,multi_location,M,anaging Equipment's,M.anaging Equipment's,5600.0,24430.0,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE002-019,Provision of Waste Managing Equipment's to Zone 1 islands,Waste management,multi_location,M,anaging Equipment's,M.anaging Equipment's,39456.0,63886.0,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,34735.67,34735.67,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,873267.65,908003.32,No valid atoll.island pattern found in project title.
2019-11-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,293060.5,1201063.82,No valid atoll.island pattern found in project title.
2020-02-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,39974.67,1241038.49,No valid atoll.island pattern found in project title.
2020-09-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,276918.9,1517957.39,No valid atoll.island pattern found in project title.
2020-10-01,P-MEE015-006,Estab. Community Water Storage System,Water supply,single_island,S,torage,S.torage,37984.91,1555942.3,No valid atoll.island pattern found in project title.
2019-05-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,379266.47,379266.47,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,415618.58,794885.05,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,385673.28,1180558.33,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,106248.95,1286807.28,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,74169.63,1360976.91,No valid atoll.island pattern found in project title.
2020-03-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,42775.97,1403752.88,No valid atoll.island pattern found in project title.
2020-08-01,P-MEE054-001,Provision Of Water During Warm Season,Water supply,single_island,S,eason,S.eason,53936.49,1457689.37,No valid atoll.island pattern found in project title.
2020-12-01,P-MEE061-100,Climate change adaptation project,Other / multi-sector,national_or_unmatched,,,,467946.81,467946.81,No valid atoll.island pattern found in project title.
2025-12-01,P-MEE062-001,Preparing Outer Islands for Sustainable,Other / multi-sector,multi_location,F,or Sustainable,F.or Sustainable,359846.37,359846.37,No valid atoll.island pattern found in project title.
2021-10-01,P-MEE062-100,Preparing Outer Island For Sustainable Energy Devel - POISED,Energy and climate,multi_location,F,or Sustainable,F.or Sustainable,22328.59,22328.59,No valid atoll.island pattern found in project title.
2021-12-01,P-MEE062-100,Preparing Outer Island For Sustainable Energy Devel - POISED,Energy and climate,multi_location,F,or Sustainable,F.or Sustainable,44657.18,66985.77,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE062-100,Preparing Outer Island For Sustainable Energy Devel - POISED,Energy and climate,multi_location,F,or Sustainable,F.or Sustainable,440513.37,507499.14,No valid atoll.island pattern found in project title.
2023-01-01,P-MEE062-100,Preparing Outer Island For Sustainable Energy Devel - POISED,Energy and climate,multi_location,F,or Sustainable,F.or Sustainable,4581.73,512080.87,No valid atoll.island pattern found in project title.
2019-04-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,943176.17,943176.17,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,501267.5,1444443.67,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,159674.55,1604118.22,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,3998.0,1608116.22,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,11616.0,1619732.22,No valid atoll.island pattern found in project title.
2019-10-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,137494.37,1757226.59,No valid atoll.island pattern found in project title.
2019-11-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,17528.0,1774754.59,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE083-001,Estab. of Reg Waste mngmt System in Addu city & Fuvahmulah,Waste management,multi_location,R; M; F; Gn; S,eg; ngmt; uvahmulah; Fuvahmulah; Addu City,R.eg; M.ngmt; F.uvahmulah; Gn.Fuvahmulah; S.Addu City,232104.49,2006859.08,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,18716.92,18716.92,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,7686.0,26402.92,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,6800.0,33202.92,No valid atoll.island pattern found in project title.
2019-10-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,40300.0,73502.92,No valid atoll.island pattern found in project title.
2019-11-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,5243.0,78745.92,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,61179.86,139925.78,No valid atoll.island pattern found in project title.
2020-10-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,157225.09,297150.87,No valid atoll.island pattern found in project title.
2020-12-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,102984.57,400135.44,No valid atoll.island pattern found in project title.
2021-01-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,249924.12,650059.56,No valid atoll.island pattern found in project title.
2021-03-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,527342.56,1177402.12,No valid atoll.island pattern found in project title.
2021-05-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,34874.0,1212276.12,No valid atoll.island pattern found in project title.
2021-08-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,8400.0,1220676.12,No valid atoll.island pattern found in project title.
2021-09-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,29326.0,1250002.12,No valid atoll.island pattern found in project title.
2021-10-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,15670.0,1265672.12,No valid atoll.island pattern found in project title.
2021-11-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,6554408.39,7820080.51,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,150000.0,7970080.51,No valid atoll.island pattern found in project title.
2023-06-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,25200.0,7995280.51,No valid atoll.island pattern found in project title.
2023-07-01,P-MEE084-001,Estab. Regional Waste Management System - Huvadhu Atoll,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,11478.0,8006758.51,No valid atoll.island pattern found in project title.
2019-03-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,3721848.09,3721848.09,No valid atoll.island pattern found in project title.
2019-04-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,886501.57,4608349.66,No valid atoll.island pattern found in project title.
2019-05-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,401045.55,5009395.21,No valid atoll.island pattern found in project title.
2019-06-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,918050.96,5927446.17,No valid atoll.island pattern found in project title.
2019-07-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,801830.44,6729276.61,No valid atoll.island pattern found in project title.
2019-08-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,85552.25,6814828.86,No valid atoll.island pattern found in project title.
2019-09-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,972097.46,7786926.32,No valid atoll.island pattern found in project title.
2019-10-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,5038475.86,12825402.18,No valid atoll.island pattern found in project title.
2019-11-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,1021352.55,13846754.73,No valid atoll.island pattern found in project title.
2019-12-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,577473.49,14424228.22,No valid atoll.island pattern found in project title.
2020-02-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,80356.18,14504584.4,No valid atoll.island pattern found in project title.
2020-03-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,7400.0,14511984.4,No valid atoll.island pattern found in project title.
2020-04-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,81117.54,14593101.94,No valid atoll.island pattern found in project title.
2020-05-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,326568.81,14919670.75,No valid atoll.island pattern found in project title.
2020-07-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,75144.92,14994815.67,No valid atoll.island pattern found in project title.
2020-08-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,37574.29,15032389.96,No valid atoll.island pattern found in project title.
2020-09-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,34695.01,15067084.97,No valid atoll.island pattern found in project title.
2020-10-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,79970.36,15147055.33,No valid atoll.island pattern found in project title.
2020-11-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,46751.77,15193807.1,No valid atoll.island pattern found in project title.
2020-12-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,346859.78,15540666.88,No valid atoll.island pattern found in project title.
2021-01-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,2700.0,15543366.88,No valid atoll.island pattern found in project title.
2021-03-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,112632.2,15655999.08,No valid atoll.island pattern found in project title.
2021-04-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,79882.76,15735881.84,No valid atoll.island pattern found in project title.
2021-05-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,46457.43,15782339.27,No valid atoll.island pattern found in project title.
2021-06-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,45867.42,15828206.69,No valid atoll.island pattern found in project title.
2021-07-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,53863.91,15882070.6,No valid atoll.island pattern found in project title.
2021-08-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,2625472.06,18507542.66,No valid atoll.island pattern found in project title.
2021-09-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,46541.2,18554083.86,No valid atoll.island pattern found in project title.
2021-11-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,84041.82,18638125.68,No valid atoll.island pattern found in project title.
2021-12-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,1523962.3,20162087.98,No valid atoll.island pattern found in project title.
2022-02-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,11140.0,20173227.98,No valid atoll.island pattern found in project title.
2022-03-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,172751.23,20345979.21,No valid atoll.island pattern found in project title.
2022-04-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,15750.0,20361729.21,No valid atoll.island pattern found in project title.
2022-05-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,16855.0,20378584.21,No valid atoll.island pattern found in project title.
2022-06-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,23050.0,20401634.21,No valid atoll.island pattern found in project title.
2022-07-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,17985.0,20419619.21,No valid atoll.island pattern found in project title.
2022-08-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,23285.0,20442904.21,No valid atoll.island pattern found in project title.
2022-09-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,25080.0,20467984.21,No valid atoll.island pattern found in project title.
2022-10-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,21522.49,20489506.7,No valid atoll.island pattern found in project title.
2022-11-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,353249.01,20842755.71,No valid atoll.island pattern found in project title.
2022-12-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,5400.0,20848155.71,No valid atoll.island pattern found in project title.
2023-01-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,9864705.69,30712861.4,No valid atoll.island pattern found in project title.
2023-02-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,836010.84,31548872.24,No valid atoll.island pattern found in project title.
2023-12-01,P-SAN011-001,Sanitation in 5 islands,Water and sewerage,multi_location,S,anitation in,S.anitation in,2265.83,31551138.07,No valid atoll.island pattern found in project title.
